-1876.15, 291.91, 3956.59
-1929.93, 291.30, 4117.39
-2086.70, 313.77, 4263.70
-2121.02, 79.92, 4536.35
-2264.48, 357.29, 4160.84
-2687.00, 308.85, 4159.98
-2381.30, 150.35, 4541.99
-1875.81, 290.29, 4434.81
-2136.08, 241.10, 4398.25
-1892.13, 220.99, 4623.45
-1563.86, 247.17, 4104.27
-1396.21, 173.36, 4255.79
-1427.83, 94.27, 4276.30
-2095.07, 177.73, 5020.85
-2094.13, 153.66, 5153.71
-1833.20, 141.44, 4999.03
-2137.53, 161.06, 4789.00
-2349.56, 104.98, 4889.91
-2351.83, 150.38, 4997.83
-2350.14, 104.88, 5280.09
-2635.08, -68.11, 5349.81
-2742.41, -49.92, 5372.54
-2319.33, -34.76, 5379.95
-2584.08, -1.72, 5889.93
-2538.35, 199.07, 6060.39
-2493.93, 190.61, 5961.94
-2836.50, 191.03, 5817.36
-2769.18, 173.67, 5187.15
-2816.24, 172.74, 5126.99
-2104.53, 11.83, 5590.32
-2366.40, 132.49, 5592.44
-2335.16, -52.58, 5732.50
-2425.25, -4.47, 5836.80
-2259.16, -102.93, 5956.50
-2171.36, -34.65, 5861.39
-2123.42, 124.36, 5954.53
-1939.74, 114.15, 5924.75
-2681.25, 295.14, 4799.09
-2782.44, 233.04, 4645.34
-3307.56, 258.43, 4605.76
-2816.70, 31.89, 4340.11
-3196.78, 30.08, 4283.60
-3342.70, 388.40, 4722.89
-2940.66, 320.55, 4790.59
-3020.39, 337.20, 4628.88
-3136.34, 338.81, 4706.76
-3182.37, 158.68, 4618.05
-3242.23, 280.45, 4644.30
-2986.73, 262.68, 4729.57
-2954.14, 226.18, 5117.92
