-6497.14, 202.89, -2666.14
-6472.15, 203.69, -2680.29
-6330.95, 261.15, -2591.05
-6096.45, 204.23, -2752.32
-6015.62, 201.56, -2641.83
-2428.58, 249.44, -4287.74
-2343.10, 192.69, -4282.29
-2328.03, 192.58, -4282.40
-2320.95, 241.30, -4184.30
894.20, 254.75, -254.34
592.35, 200.90, -547.47
797.69, 200.83, -1286.45
1253.25, 255.33, -1482.98
1566.42, 253.08, -1641.77
2348.75, 284.87, -1730.71
2852.87, 255.15, -1738.03
2688.95, 194.51, -2307.53
2573.09, 195.59, -2318.71
2701.82, 250.59, -332.45
2749.39, 213.43, -98.12
2979.50, 210.20, 148.22
2810.86, 210.48, 128.94
2685.27, 230.72, 183.34
2540.07, 209.17, 1.82
2424.18, 297.64, -211.90
2187.70, 277.86, -326.18
1499.95, 220.56, 581.13
1440.30, 218.68, 634.97
895.24, 295.70, 1117.92
1018.34, 296.15, 1117.04
855.22, 348.54, 1357.46
892.07, 285.03, 1527.02
821.33, 232.14, 1781.28
989.15, 268.48, 1611.62
1211.21, 284.77, 1334.73
1253.81, 266.00, 1393.99
495.22, 238.60, 1152.19
753.99, 262.52, 971.61
778.62, 255.35, 957.59
683.26, 204.40, 143.67
367.75, 217.16, 259.91
334.44, 224.22, 212.16
287.05, 216.47, 209.40
333.05, 200.90, -176.47
-282.50, 202.00, -838.00
-326.42, 201.34, -718.70
-348.34, 201.51, -706.95
-360.74, 202.19, -718.18
-358.87, 202.19, -694.56
-376.57, 203.06, -697.61
-317.44, 201.28, -629.64
-73.25, 269.38, 78.67
-58.99, 269.36, 103.95
249.27, 235.43, 486.85
-171.03, 164.64, 903.46
-475.38, 419.45, 595.48
-629.08, 364.98, 544.02
-931.86, 198.54, 774.84
-633.37, 225.57, 961.65
-291.16, 207.38, 1088.20
-319.15, 212.61, 1113.74
-340.21, 224.07, 1157.30
-293.63, 231.79, 1186.72
-259.34, 225.03, 1193.45
359.25, 155.56, 955.04
351.67, 153.88, 969.24
342.89, 260.04, 1093.38
477.63, 300.29, 1573.13
298.00, 232.45, 1613.26
288.16, 231.70, 1629.35
153.32, 274.22, 1673.43
404.56, 297.90, 1817.38
405.39, 298.13, 1832.67
131.26, 400.94, 2110.68
-168.88, 279.28, 1423.78
-883.01, 137.23, 1854.83
-1148.16, 150.27, 2225.20
-1347.34, 256.97, 2950.14
-1504.72, 222.61, 3115.06
-1521.14, 218.44, 3138.22
-1120.14, 269.98, 3389.82
-927.06, 309.96, 3323.94
-864.30, 312.30, 3321.09
-619.66, 135.99, 3963.05
-198.12, 219.80, 4462.42
-716.77, -10.23, 4476.97
-1617.71, 288.10, 3587.95
-1713.17, 355.13, 3764.61
-1720.54, 346.49, 3643.06
-1775.96, 313.14, 3656.70
-1812.26, 321.50, 3706.17
-1735.92, 203.71, 3527.54
-1698.01, 224.13, 4554.12
-1495.35, 60.56, 5212.93
-1279.91, 73.59, 5193.36
-1220.38, 70.01, 5210.36
-565.98, 139.92, 5973.12
-3184.96, 182.95, 4661.03
-3289.05, 213.46, 4624.28
