-4149.54, 201.07, -4303.19
-4187.28, 201.17, -4219.71
-4204.41, 201.96, -4214.31
-4245.12, 224.31, -4225.02
-4285.17, 204.34, -4159.96
-4365.30, 243.45, -4177.28
-4348.14, 200.99, -4270.96
-4588.19, 207.15, -4422.23
-4615.83, 201.48, -4501.85
-4759.38, 200.38, -4539.36
-4859.26, 201.41, -4606.81
-4972.34, 201.00, -4705.10
-4995.50, 201.15, -4648.01
-4969.99, 204.49, -4638.65
-4858.74, 201.00, -4596.87
-4765.69, 202.03, -4526.82
-4772.51, 201.86, -4484.43
-4782.79, 203.33, -4465.88
-4860.59, 207.32, -4191.62
-4925.66, 201.00, -4187.76
-5064.75, 202.30, -4311.93
-5086.43, 203.02, -4283.67
-5098.71, 202.75, -4257.24
-5104.29, 201.57, -4240.29
-4906.81, 201.00, -4153.60
-4888.73, 201.00, -4128.82
-4846.07, 202.41, -4099.91
-4932.44, 201.62, -4035.26
-4925.93, 201.58, -4013.06
-4915.81, 202.10, -3991.08
-4899.27, 202.14, -3972.99
-4894.65, 203.11, -4030.76
-4880.05, 203.77, -4026.42
-4810.03, 201.07, -3911.61
-4729.46, 202.48, -4049.11
-4595.85, 201.00, -3757.70
-4517.17, 202.85, -3731.05
-4461.94, 236.92, -3951.24
-4432.94, 235.76, -3945.77
-4420.67, 221.16, -3885.33
-4344.81, 220.50, -3871.47
-4267.47, 205.36, -3834.89
-4244.88, 202.13, -3845.37
-4321.56, 201.00, -3653.12
-6436.22, 226.88, -2657.47
-6719.43, 203.01, -2649.89
-5807.01, 202.89, -2480.21
-3733.70, 201.00, -1321.78
-3900.40, 202.50, -1183.32
-3972.48, 201.00, -1135.68
-3990.57, 201.00, -1138.97
-4004.44, 201.00, -1158.21
-3987.88, 215.35, -1057.64
-4001.72, 207.09, -1022.56
-4089.93, 205.59, -1142.26
-4040.17, 204.51, -958.16
-4089.45, 201.00, -834.15
-4064.74, 200.51, -693.86
-3988.88, 219.15, -657.19
-3991.89, 217.79, -678.88
-3976.70, 215.88, -692.88
-3907.95, 127.83, -654.27
-3876.79, 127.83, -650.27
-3965.84, 200.92, -408.26
-3720.23, 130.62, -608.95
-3581.49, 130.54, -776.86
-3569.53, 153.68, -775.77
-3568.05, 153.68, -791.25
-3580.98, 131.21, -789.11
-3781.26, 111.06, -793.09
-3770.22, 127.86, -838.36
-3771.67, 125.23, -853.08
-3693.70, 114.17, -884.97
-3689.76, 122.12, -916.88
-3696.96, 122.12, -939.45
-3663.91, 122.12, -916.88
-3648.86, 122.12, -934.85
-3596.22, 207.86, -912.11
-1648.26, 454.04, 2103.91
-605.36, 116.55, 3402.02
-582.07, 116.55, 3395.99
-373.18, 208.23, 3640.94
-546.26, -40.20, 3829.58
-2596.04, 157.46, 5241.00
-2600.59, 157.68, 5261.65
-2613.07, 164.31, 5252.08
-3288.92, 190.48, 4586.80
