1212.91, 446.56, 5990.10
1551.94, 280.31, 5329.24
1665.13, 483.15, 5002.22
2633.95, 461.67, 4748.15
3598.30, 507.16, 4632.24
2182.78, 480.89, 4631.31
2251.37, 539.63, 4870.22
2426.13, 476.23, 4688.38
2279.31, 443.82, 4401.18
2235.18, 368.16, 4417.17
2425.92, 243.65, 4898.98
2509.47, 250.03, 4795.13
2547.37, 467.14, 5111.65
2766.16, 652.61, 4958.61
2994.39, 528.95, 5115.02
2957.01, 456.03, 4698.54
2567.85, 411.08, 4525.84
2801.05, 370.51, 4487.10
2704.10, 406.36, 4259.14
2602.34, 508.33, 4146.70
3145.85, 421.99, 4775.41
3092.05, 373.41, 4396.86
3284.37, 417.14, 4581.61
3353.30, 389.66, 4802.12
3480.90, 453.08, 4746.53
3467.36, 455.48, 4649.83
3564.62, 295.43, 4939.90
3630.09, 475.40, 4826.38
3457.14, 292.05, 4515.43
3440.76, 449.88, 4456.72
3630.40, 446.76, 4514.18
3601.91, 421.54, 4328.02
3802.76, 407.80, 4191.45
3965.65, 382.49, 4322.05
3434.90, 401.21, 4012.88
3235.31, 414.89, 3965.72
3526.92, 470.37, 3597.24
3788.96, 491.85, 3785.98
3914.15, 504.71, 4860.27
4022.43, 454.22, 4601.49
1791.64, 440.81, 4906.98
2728.21, 440.16, 4644.82
3002.91, 439.96, 4367.66
1852.82, 441.41, 4726.58
2988.16, 389.18, 4188.81
3956.01, 490.58, 4702.80
