-3264.55, 203.13, -3936.36
-3196.57, 203.77, -3959.65
-2875.72, 201.00, -4145.07
-2740.24, 237.90, -4400.87
-2304.89, 147.72, -4814.28
-2255.58, 139.39, -4838.18
-2423.23, 243.94, -4450.19
-2355.97, 226.26, -4378.72
-2560.13, 203.01, -4086.17
-2199.16, 201.58, -4279.64
-2151.80, 201.33, -4276.19
1548.48, 335.80, -2087.94
1543.77, 334.01, -2068.06
1497.49, 266.69, -1739.23
1474.48, 266.50, -1724.55
1399.84, 259.08, -1681.34
1258.25, 270.40, -1601.57
1245.26, 269.31, -1583.80
1277.16, 270.97, -1595.28
1423.84, 268.91, -1648.94
1851.52, 195.95, -1553.03
2075.26, 223.16, -1644.25
2455.65, 309.72, -1668.82
2903.17, 229.64, -1751.95
2676.52, 264.66, -1418.60
2655.78, 247.47, -1331.79
2665.43, 237.15, -1169.45
2161.16, 227.01, -1351.32
1997.26, 217.54, -991.65
1980.03, 208.41, -757.79
1921.99, 220.66, -637.05
1695.31, 257.57, -726.84
1581.67, 210.59, -478.91
1582.02, 205.25, -454.85
1957.14, 232.46, -410.79
2174.78, 240.24, -415.30
2236.49, 235.87, -452.29
2256.18, 267.10, -319.12
2753.94, 253.39, -366.25
2716.52, 252.06, -299.08
2776.45, 234.46, -169.91
2940.07, 217.97, -99.36
2883.55, 216.77, 86.50
2743.43, 207.91, 84.16
2707.08, 207.78, 241.54
3024.01, 217.43, 275.77
2874.75, 212.37, 349.05
2734.72, 208.49, 324.81
2730.39, 208.78, 339.40
2682.80, 188.61, 420.12
2596.89, 181.35, 397.56
2589.75, 181.20, 380.38
2535.10, 182.70, 346.33
2624.94, 212.41, 494.33
2599.15, 216.31, 500.47
2524.20, 207.94, 453.93
2486.52, 214.02, 386.09
2498.47, 200.25, 327.29
2488.59, 209.48, 258.07
2616.49, 209.39, 232.82
2433.33, 227.24, 151.25
2318.17, 230.09, -102.94
2369.87, 286.94, -273.38
2299.91, 272.58, -230.12
2059.18, 218.43, -59.90
1730.46, 205.42, -79.89
1787.22, 201.54, 125.53
1606.89, 201.74, 318.38
1567.15, 204.03, 318.23
1333.77, 201.05, 443.45
1317.86, 201.57, 440.40
1395.45, 215.49, 594.55
1810.24, 208.13, 805.52
1490.20, 205.99, 1091.85
1522.44, 206.57, 1111.63
1416.44, 231.19, 1371.42
1094.01, 254.00, 1155.06
993.62, 308.17, 1159.05
847.35, 294.86, 1116.14
719.01, 226.03, 715.12
434.21, 202.00, 601.98
534.43, 202.35, -94.11
993.66, 262.52, -223.42
613.33, 297.60, -314.29
424.82, 200.96, -415.24
-242.69, 201.27, -1010.83
-299.22, 201.79, -594.10
195.22, 230.39, 161.63
98.88, 202.55, 618.59
219.49, 220.64, 832.76
358.01, 257.31, 723.52
348.47, 198.03, 811.75
389.45, 205.05, 786.16
447.77, 218.48, 1058.44
479.41, 234.48, 1123.47
497.09, 248.74, 1211.73
1137.66, 322.68, 1443.52
758.52, 325.09, 1453.49
699.20, 410.24, 1893.94
331.70, 303.75, 1826.18
106.83, 300.70, 1791.33
56.40, 258.88, 2090.56
